sample_index,wall_time_s,elapsed_s,tick,mode_machine,arm0,arm1,arm2,arm3,arm4,arm5,arm6,arm7,arm8,arm9,arm10,arm11,arm12,arm13
44,1782728467.403072119,1.453629166,3476854,5,-0.1733039,0.0324053,-0.8009777,0.4678522,0.0390087,-0.3176539,-0.1995493,0.3288831,-0.1870258,0.0436945,1.0013180,-0.1167743,-0.0953225,0.0466905
45,1782728467.437094688,1.482879480,3476888,5,-0.1860671,0.0287861,-0.7705857,0.4407079,0.0224944,-0.3178696,-0.1998849,0.3236460,-0.1892069,0.0438623,1.0012940,-0.1167863,-0.1000443,0.0467984
46,1782728467.470420599,1.516538191,3476922,5,-0.2013470,0.0224225,-0.7321283,0.4205145,0.0053929,-0.3180014,-0.1997651,0.3176299,-0.1932097,0.0439821,1.0013059,-0.1167983,-0.1054851,0.0470860
47,1782728467.506404638,1.549742551,3476958,5,-0.2181608,0.0078856,-0.6794217,0.4086501,-0.0168139,-0.3181093,-0.1997651,0.3108828,-0.2007478,0.0440540,1.0012701,-0.1167383,-0.1110938,0.0473257
48,1782728467.536933184,1.585667671,3476988,5,-0.2323741,-0.0052371,-0.6302863,0.4019629,-0.0397876,-0.3181213,-0.1991059,0.3050584,-0.2087652,0.0438862,1.0012461,-0.1166544,-0.1138142,0.0472898
49,1782728467.576577187,1.616460850,3477028,5,-0.2546049,-0.0171974,-0.5654997,0.3926871,-0.0715338,-0.3181692,-0.1983749,0.2968732,-0.2190716,0.0435986,1.0012580,-0.1166664,-0.1173256,0.0471579
50,1782728467.609787703,1.656627001,3477061,5,-0.2750260,-0.0261616,-0.5107797,0.3899068,-0.0995889,-0.3181452,-0.1980034,0.2922833,-0.2280358,0.0433469,1.0010663,-0.1166305,-0.1222870,0.0470740
51,1782728467.644192457,1.689192877,3477095,5,-0.2950996,-0.0348981,-0.4478146,0.3887084,-0.1278957,-0.3181692,-0.1974042,0.2863391,-0.2369761,0.0433709,1.0011262,-0.1166305,-0.1263377,0.0471699
52,1782728467.677515268,1.723480664,3477129,5,-0.3133276,-0.0405546,-0.3840465,0.3883249,-0.1530026,-0.3181692,-0.1973922,0.2787411,-0.2459522,0.0433829,1.0012101,-0.1166664,-0.1316827,0.0472658
53,1782728467.708875179,1.756688769,3477160,5,-0.3314477,-0.0424122,-0.3269416,0.3880492,-0.1737713,-0.3181572,-0.1966372,0.2728089,-0.2535982,0.0430593,1.0010303,-0.1165825,-0.1380343,0.0471459
54,1782728467.742764711,1.788603648,3477194,5,-0.3480459,-0.0437784,-0.2639046,0.3877496,-0.1954028,-0.3182051,-0.1954028,0.2651150,-0.2606210,0.0426638,1.0010543,-0.1165706,-0.1454885,0.0471459
55,1782728467.776034117,1.822331481,3477227,5,-0.3617438,-0.0474695,-0.1957264,0.3873302,-0.2179331,-0.3182531,-0.1959900,0.2555157,-0.2674400,0.0426039,1.0010782,-0.1165346,-0.1545126,0.0471819
56,1782728467.808629990,1.855345339,3477260,5,-0.3752740,-0.0489436,-0.1338638,0.3871264,-0.2398643,-0.3182291,-0.1954747,0.2485888,-0.2737197,0.0426519,1.0011503,-0.1165825,-0.1629136,0.0472778
57,1782728467.841723204,1.887854221,3477293,5,-0.3873541,-0.0506453,-0.0643313,0.3870665,-0.2627661,-0.3182411,-0.1945279,0.2382224,-0.2805147,0.0425560,1.0016894,-0.1165945,-0.1730402,0.0474096
58,1782728467.875032663,1.921331518,3477326,5,-0.3969535,-0.0505135,0.0028642,0.3868867,-0.2857039,-0.3182291,-0.1942403,0.2257708,-0.2862672,0.0386132,1.0018213,-0.1166425,-0.1828793,0.0475414
59,1782728467.909008503,1.954548807,3477360,5,-0.4034609,-0.0482844,0.0697602,0.3868029,-0.3074194,-0.3182411,-0.1933894,0.2111501,-0.2889277,0.0280071,1.0020131,-0.1165106,-0.1920113,0.0474695
60,1782728467.964392424,1.988537864,3477416,5,-0.4108911,-0.0447970,0.1736634,0.3867789,-0.3365889,-0.3182531,-0.1925745,0.1815011,-0.2929664,0.0151481,1.0037388,-0.1163309,-0.2074469,0.0475534
61,1782728467.974995375,2.043650831,3477426,5,-0.4119098,-0.0444135,0.1925026,0.3868268,-0.3404958,-0.3182411,-0.1925266,0.1746821,-0.2938292,0.0135422,1.0040264,-0.1163668,-0.2105149,0.0475414
62,1782728468.007201195,2.054139679,3477458,5,-0.4138872,-0.0409741,0.2491880,0.3868029,-0.3515453,-0.3182291,-0.1919873,0.1533382,-0.2964538,0.0104982,1.0040504,-0.1162949,-0.2218280,0.0475534
63,1782728468.041487694,2.087200707,3477493,5,-0.4152294,-0.0357489,0.3073954,0.3868268,-0.3586639,-0.3182411,-0.1915439,0.1297772,-0.3000610,0.0091440,1.0041941,-0.1162590,-0.2346631,0.0475294
64,1782728468.075412035,2.121366313,3477527,5,-0.4164878,-0.0304399,0.3641886,0.3868268,-0.3635774,-0.3182411,-0.1912563,0.1068274,-0.3040038,0.0087365,1.0036190,-0.1161871,-0.2478697,0.0475534
65,1782728468.109639883,2.154767288,3477561,5,-0.4177341,-0.0241482,0.4174944,0.3868148,-0.3666214,-0.3182291,-0.1913282,0.0843090,-0.3070478,0.0086167,0.9987773,-0.1161631,-0.2590270,0.0475654
66,1782728468.142040730,2.189593267,3477593,5,-0.4177821,-0.0126434,0.4674926,0.3868867,-0.3703485,-0.3182171,-0.1905851,0.0619105,-0.3090492,0.0086167,0.9899929,-0.1161871,-0.2707596,0.0477092
67,1782728468.176287413,2.221557364,3477627,5,-0.4178899,0.0023609,0.5186653,0.3868867,-0.3761249,-0.3181932,-0.1905612,0.0392244,-0.3109427,0.0086526,0.9772537,-0.1161631,-0.2837984,0.0484762
68,1782728468.209523201,2.256240619,3477661,5,-0.4182495,0.0164304,0.5686755,0.3868867,-0.3806070,-0.3182171,-0.1902496,0.0166461,-0.3130160,0.0086646,0.9661562,-0.1155279,-0.2961542,0.0500461
69,1782728468.243763685,2.289333423,3477695,5,-0.4188487,0.0316863,0.6182901,0.3868748,-0.3845498,-0.3182291,-0.1899020,-0.0059202,-0.3147417,0.0086886,0.9511640,-0.1139580,-0.3082223,0.0520954
70,1782728468.277050734,2.323040167,3477728,5,-0.4200111,0.0466666,0.6677011,0.3868748,-0.3878934,-0.3182051,-0.1899260,-0.0282348,-0.3156765,0.0087005,0.9348534,-0.1129513,-0.3199908,0.0549597
71,1782728468.310181618,2.356880996,3477761,5,-0.4223361,0.0595376,0.7142119,0.3868628,-0.3913688,-0.3181932,-0.1896743,-0.0509809,-0.3169109,0.0088084,0.9204364,-0.1125319,-0.3339404,0.0576921
72,1782728468.337010384,2.389333492,3477788,5,-0.4240019,0.0696643,0.7492657,0.3868388,-0.3941971,-0.3181812,-0.1894107,-0.0677348,-0.3179175,0.0090721,0.9063190,-0.1122083,-0.3441270,0.0596335
73,1782728468.377474785,2.416712673,3477829,5,-0.4268661,0.0827391,0.8040816,0.3866830,-0.3997338,-0.3176539,-0.1892429,-0.0947952,-0.3186006,0.0106420,0.8875996,-0.1119926,-0.3621513,0.0617907
74,1782728468.410683393,2.457346871,3477862,5,-0.4293708,0.0899176,0.8515272,0.3865752,-0.4034370,-0.3152930,-0.1891710,-0.1170379,-0.3189841,0.0137819,0.8695275,-0.1115971,-0.3782461,0.0625097
75,1782728468.444007874,2.489819783,3477895,5,-0.4307370,0.0940642,0.9006505,0.3859999,-0.4068165,-0.3106191,-0.1890392,-0.1377946,-0.3197871,0.0201575,0.8515152,-0.1115132,-0.3964142,0.0638879
76,1782728468.476400375,2.523825417,3477928,5,-0.4324028,0.0961135,0.9499296,0.3857722,-0.4096208,-0.3026496,-0.1888954,-0.1574488,-0.3208537,0.0326330,0.8322685,-0.1113694,-0.4142827,0.0681064
77,1782728468.511533022,2.556419101,3477963,5,-0.4324628,0.0977314,1.0008266,0.3857722,-0.4121016,-0.2989585,-0.1881284,-0.1782174,-0.3213330,0.0499622,0.8111523,-0.1108900,-0.4334694,0.0746977
78,1782728468.542972565,2.590812235,3477994,5,-0.4324148,0.0982467,1.0409498,0.3857722,-0.4133839,-0.2971609,-0.1875771,-0.1926824,-0.3218963,0.0696044,0.7893170,-0.1107702,-0.4508226,0.0808216
79,1782728468.576128483,2.622980722,3478027,5,-0.4324148,0.0982347,1.0804378,0.3857962,-0.4140670,-0.2952673,-0.1870977,-0.2051340,-0.3224356,0.0956341,0.7630476,-0.1106264,-0.4688469,0.0870055
80,1782728468.609577417,2.655656969,3478061,5,-0.4326065,0.0982467,1.1224066,0.3857722,-0.4143306,-0.2918998,-0.1869779,-0.2184365,-0.3237898,0.1303764,0.7307141,-0.1106144,-0.4862000,0.0930935
81,1782728468.644519329,2.688945492,3478096,5,-0.4331578,0.0982227,1.1709427,0.3857962,-0.4147381,-0.2835228,-0.1867981,-0.2292462,-0.3252758,0.1752214,0.6891769,-0.1107342,-0.5075918,0.0993133
82,1782728468.678795338,2.723660748,3478130,5,-0.4333975,0.0981388,1.2116052,0.3858082,-0.4151216,-0.2749661,-0.1860791,-0.2370959,-0.3248564,0.2170223,0.6445835,-0.1108900,-0.5283486,0.1074625
83,1782728468.711415529,2.758515561,3478162,5,-0.4340926,0.0981268,1.2432315,0.3857962,-0.4152774,-0.2667329,-0.1858394,-0.2427405,-0.3247126,0.2538379,0.6052154,-0.1111777,-0.5473555,0.1165586
84,1782728468.738482714,2.791382342,3478190,5,-0.4360460,0.0981268,1.2724011,0.3858082,-0.4151815,-0.2595544,-0.1858514,-0.2468511,-0.3250721,0.2881607,0.5687833,-0.1112735,-0.5607299,0.1243124
85,1782728468.779427767,2.818634127,3478231,5,-0.4402046,0.0980669,1.3164672,0.3858082,-0.4151935,-0.2556115,-0.1856596,-0.2485648,-0.3250961,0.3393933,0.5154655,-0.1114533,-0.5809833,0.1337559
86,1782728468.813913345,2.859358152,3478265,5,-0.4440395,0.0981268,1.3545171,0.3857722,-0.4151575,-0.2547247,-0.1855518,-0.2497273,-0.3259230,0.3852808,0.4731372,-0.1115132,-0.5936386,0.1406948
87,1782728468.847966194,2.893646131,3478299,5,-0.4469397,0.0981149,1.3931662,0.3857722,-0.4152294,-0.2544850,-0.1853121,-0.2500509,-0.3260668,0.4296465,0.4334335,-0.1119207,-0.6054550,0.1490838
88,1782728468.879271507,2.927548369,3478330,5,-0.4470476,0.0980789,1.4254876,0.3857602,-0.4152893,-0.2543292,-0.1849046,-0.2499909,-0.3263904,0.4678522,0.4012678,-0.1125199,-0.6162528,0.1579761
89,1782728468.912439823,2.958701015,3478364,5,-0.4467839,0.0981508,1.4589475,0.3857602,-0.4152774,-0.2541495,-0.1839219,-0.2500748,-0.3277566,0.5096412,0.3692460,-0.1132869,-0.6252050,0.1664010
90,1782728468.946674347,2.991689945,3478398,5,-0.4465202,0.0981388,1.4910893,0.3856763,-0.4153852,-0.2538978,-0.1826156,-0.2500029,-0.3301414,0.5531918,0.3379791,-0.1138382,-0.6339296,0.1735436
91,1782728468.979229450,3.026639416,3478430,5,-0.4458611,0.0981628,1.5217090,0.3854247,-0.4153493,-0.2505422,-0.1815610,-0.2500269,-0.3344078,0.5960954,0.3059693,-0.1139340,-0.6397060,0.1796675
92,1782728469.066464663,3.058927971,3478518,5,-0.4435841,0.0982107,1.6041964,0.3853408,-0.4152414,-0.2346511,-0.1771029,-0.2509617,-0.3414905,0.7130614,0.2329014,-0.1144494,-0.6646811,0.2002205
93,1782728469.078798532,3.146220655,3478530,5,-0.4431647,0.0981868,1.6149462,0.3853288,-0.4152294,-0.2329733,-0.1766714,-0.2509856,-0.3428327,0.7299232,0.2241170,-0.1145213,-0.6684561,0.2031925
94,1782728469.110986471,3.158532954,3478562,5,-0.4404682,0.0981868,1.6429534,0.3853288,-0.4152294,-0.2269812,-0.1761681,-0.2512253,-0.3462123,0.7745285,0.2045827,-0.1150725,-0.6787027,0.2098797
95,1782728469.145123005,3.190571196,3478596,5,-0.4340566,0.0981149,1.6656035,0.3853887,-0.4151695,-0.2203899,-0.1757846,-0.2512253,-0.3499753,0.8180193,0.1886317,-0.1167623,-0.6879904,0.2159198
96,1782728469.173739195,3.224471034,3478625,5,-0.4297663,0.0980909,1.6844907,0.3854007,-0.4150377,-0.2149491,-0.1757487,-0.2512852,-0.3532350,0.8513234,0.1794158,-0.1185480,-0.6939825,0.2199824
97,1782728469.212508440,3.252945034,3478664,5,-0.4273095,0.0980430,1.7115511,0.3854007,-0.4149179,-0.2108984,-0.1757127,-0.2512972,-0.3610727,0.8940831,0.1673717,-0.1210047,-0.6964872,0.2264300
98,1782728469.246738434,3.292016301,3478698,5,-0.4270938,0.0980430,1.7334702,0.3853528,-0.4150017,-0.2076986,-0.1755929,-0.2512613,-0.3642366,0.9277828,0.1581918,-0.1233177,-0.6982129,0.2335366
99,1782728469.279244184,3.325880906,3478730,5,-0.4271418,0.0980909,1.7528127,0.3853767,-0.4149298,-0.2020780,-0.1756049,-0.2512972,-0.3717387,0.9576355,0.1538295,-0.1254748,-0.6993155,0.2392411
100,1782728469.312325478,3.358681029,3478764,5,-0.4271058,0.0980789,1.7717119,0.3853528,-0.4148939,-0.1954507,-0.1755929,-0.2511654,-0.3776110,0.9854748,0.1536378,-0.1276679,-0.6992556,0.2436273
101,1782728469.346615076,3.391871980,3478798,5,-0.4271178,0.0980430,1.7892448,0.3854007,-0.4147740,-0.1882842,-0.1755449,-0.2509856,-0.3816257,1.0102342,0.1536617,-0.1289023,-0.6992316,0.2469350
102,1782728469.378773451,3.426322011,3478830,5,-0.4270698,0.0980549,1.8025953,0.3854007,-0.4147980,-0.1829392,-0.1755330,-0.2502426,-0.3836870,1.0261253,0.1537336,-0.1299569,-0.6988361,0.2483251
103,1782728469.412440538,3.458348925,3478863,5,-0.4271178,0.0980549,1.8142320,0.3854007,-0.4147261,-0.1774624,-0.1755090,-0.2502786,-0.3861917,1.0375103,0.1536977,-0.1300648,-0.6989440,0.2486127
104,1782728469.445363760,3.491851246,3478897,5,-0.4270579,0.0980549,1.8220097,0.3853887,-0.4147261,-0.1718778,-0.1754610,-0.2503385,-0.3877616,1.0448327,0.1536857,-0.1300768,-0.6989560,0.2486607
105,1782728469.478760481,3.525012117,3478930,5,-0.4270818,0.0980549,1.8262761,0.3853887,-0.4145943,-0.1692053,-0.1754610,-0.2503625,-0.3889960,1.0498900,0.1536497,-0.1300888,-0.6989560,0.2486966
106,1782728469.511803389,3.557945427,3478963,5,-0.4270938,0.0980669,1.8284572,0.3853647,-0.4143666,-0.1683185,-0.1754730,-0.2503625,-0.3898828,1.0525506,0.1536497,-0.1300648,-0.6989560,0.2486847
107,1782728469.544122458,3.590926868,3478995,5,-0.4270818,0.0980549,1.8292482,0.3853887,-0.4140310,-0.1677791,-0.1754610,-0.2503625,-0.3906857,1.0535452,0.1536617,-0.1301007,-0.6989560,0.2486847
108,1782728469.574643612,3.623896820,3479026,5,-0.4271178,0.0980669,1.8293082,0.3853767,-0.4136835,-0.1676833,-0.1754730,-0.2503625,-0.3913089,1.0537369,0.1536497,-0.1300768,-0.6989320,0.2486607
109,1782728469.611641884,3.654219487,3479063,5,-0.4271418,0.0980789,1.8292961,0.3853647,-0.4126289,-0.1675515,-0.1754610,-0.2503744,-0.3918003,1.0536771,0.1536617,-0.1300768,-0.6989320,0.2486727
110,1782728469.645911217,3.691322212,3479097,5,-0.4271897,0.0980789,1.8292122,0.3854007,-0.4086021,-0.1673118,-0.1754610,-0.2503744,-0.3922077,1.0532936,0.1536497,-0.1300648,-0.6989200,0.2486847
111,1782728469.680067778,3.725111998,3479131,5,-0.4271897,0.0980669,1.8280138,0.3853767,-0.3986912,-0.1670481,-0.1754850,-0.2503625,-0.3924474,1.0508487,0.1536497,-0.1301607,-0.6987522,0.2487566
112,1782728469.713303089,3.759590030,3479165,5,-0.4271777,0.0980669,1.8237355,0.3853647,-0.3879294,-0.1667245,-0.1754970,-0.2503625,-0.3925313,1.0448927,0.1536737,-0.1302326,-0.6982489,0.2488524
113,1782728469.746499777,3.792881945,3479198,5,-0.4269740,0.0980669,1.8141720,0.3853767,-0.3760650,-0.1666407,-0.1754371,-0.2503025,-0.3924115,1.0331601,0.1536737,-0.1306640,-0.6971224,0.2492000
114,1782728469.779893875,3.826024478,3479231,5,-0.4261591,0.0980789,1.7984368,0.3853408,-0.3616000,-0.1665927,-0.1753891,-0.2503025,-0.3921238,1.0143927,0.1536737,-0.1312393,-0.6949173,0.2495116
115,1782728469.812212467,3.859844666,3479263,5,-0.4254520,0.0980909,1.7796814,0.3853528,-0.3480698,-0.1665927,-0.1754131,-0.2503744,-0.3920040,0.9921740,0.1536378,-0.1315029,-0.6918853,0.2496913
116,1782728469.845154047,3.892198022,3479297,5,-0.4246011,0.0981508,1.7548860,0.3853408,-0.3323945,-0.1666287,-0.1752933,-0.2503385,-0.3917164,0.9651616,0.1536497,-0.1315868,-0.6863845,0.2498112
117,1782728469.879663706,3.925249161,3479331,5,-0.4223241,0.0981987,1.7222890,0.3853528,-0.3142623,-0.1666167,-0.1752693,-0.2502666,-0.3911052,0.9331397,0.1537097,-0.1317666,-0.6789064,0.2501228
118,1782728469.912704945,3.958805756,3479364,5,-0.4205025,0.0984504,1.6860367,0.3853408,-0.2952434,-0.1666407,-0.1752453,-0.2502546,-0.3911531,0.9007344,0.1537816,-0.1317666,-0.6722791,0.2501108
119,1782728469.944933414,3.992199049,3479396,5,-0.4186330,0.0996249,1.6436006,0.3853528,-0.2731924,-0.1666167,-0.1752693,-0.2502786,-0.3910573,0.8670707,0.1540093,-0.1317905,-0.6647890,0.2501827
120,1782728469.973422050,4.024770717,3479425,5,-0.4179019,0.1027048,1.6022789,0.3853408,-0.2512852,-0.1665807,-0.1752214,-0.2502066,-0.3900865,0.8345934,0.1553635,-0.1318385,-0.6582336,0.2502546
121,1782728470.012389421,4.053635833,3479464,5,-0.4171349,0.1093081,1.5421062,0.3853647,-0.2182327,-0.1661253,-0.1752453,-0.2501467,-0.3885885,0.7899282,0.1617511,-0.1317546,-0.6518101,0.2502546
122,1782728470.045755863,4.092070984,3479497,5,-0.4170031,0.1163189,1.4871944,0.3853887,-0.1918555,-0.1659096,-0.1755449,-0.2501228,-0.3870305,0.7515787,0.1711108,-0.1316946,-0.6446674,0.2502306
123,1782728470.081010103,4.125833569,3479532,5,-0.4165237,0.1247318,1.4271774,0.3853647,-0.1651906,-0.1655860,-0.1759404,-0.2500868,-0.3849932,0.7096099,0.1879127,-0.1316827,-0.6393105,0.2502426
124,1782728470.154898167,4.160949926,3479606,5,-0.4159605,0.1448174,1.3057532,0.3854007,-0.1134307,-0.1652984,-0.1779777,-0.2498591,-0.3822728,0.6286445,0.2300971,-0.1315029,-0.6283569,0.2500389
125,1782728470.166332245,4.234697087,3479618,5,-0.4154811,0.1483288,1.2852004,0.3854007,-0.1047661,-0.1652385,-0.1779298,-0.2495955,-0.3820930,0.6159053,0.2374914,-0.1315149,-0.6275300,0.2500509
126,1782728470.210978508,4.245497721,3479662,5,-0.4146422,0.1611998,1.2114015,0.3853647,-0.0718454,-0.1654422,-0.1790563,-0.2491520,-0.3810025,0.5722228,0.2656663,-0.1314190,-0.6230958,0.2498471
127,1782728470.244232655,4.291189008,3479696,5,-0.4145224,0.1687259,1.1565737,0.3853647,-0.0444735,-0.1661733,-0.1807581,-0.2485768,-0.3801037,0.5428615,0.2853804,-0.1314190,-0.6195245,0.2499190
128,1782728470.276568174,4.323471866,3479728,5,-0.4141988,0.1757966,1.1059881,0.3853647,-0.0167899,-0.1667485,-0.1826156,-0.2482293,-0.3789652,0.5169396,0.3054539,-0.1313471,-0.6176550,0.2498831
129,1782728470.309906721,4.356238835,3479761,5,-0.4135037,0.1829752,1.0553788,0.3853887,0.0085687,-0.1668803,-0.1870977,-0.2479416,-0.3781143,0.4922521,0.3237778,-0.1314190,-0.6136163,0.2498711
130,1782728470.343070745,4.389323638,3479794,5,-0.4129644,0.1900818,1.0042062,0.3853887,0.0344187,-0.1668923,-0.1907170,-0.2475462,-0.3776469,0.4701891,0.3422815,-0.1313591,-0.6105244,0.2498711
131,1782728470.376459837,4.422754661,3479828,5,-0.4130004,0.1945279,0.9586541,0.3853647,0.0561101,-0.1672758,-0.1942283,-0.2474743,-0.3772394,0.4517573,0.3594429,-0.1313351,-0.6065816,0.2497273
132,1782728470.404841900,4.456026830,3479856,5,-0.4122214,0.1970926,0.9171647,0.3853887,0.0763395,-0.1675515,-0.1952590,-0.2474503,-0.3768919,0.4378317,0.3734644,-0.1312632,-0.6029503,0.2497033
133,1782728470.443768501,4.484463517,3479895,5,-0.4119937,0.1976079,0.8638229,0.3853767,0.1030044,-0.1676593,-0.1962417,-0.2472465,-0.3756216,0.4234866,0.3948682,-0.1310835,-0.5973297,0.2495475
134,1782728470.478072405,4.523880139,3479929,5,-0.4106874,0.1976918,0.8149033,0.3854007,0.1307000,-0.1676833,-0.1971165,-0.2472585,-0.3753100,0.4174585,0.4154691,-0.1309396,-0.5918530,0.2491041
135,1782728470.512094975,4.557708742,3479963,5,-0.4081947,0.1982071,0.7633951,0.3853887,0.1607204,-0.1676713,-0.1978116,-0.2470908,-0.3724937,0.4128805,0.4415708,-0.1308558,-0.5882337,0.2491281
136,1782728470.544625044,4.591610340,3479996,5,-0.4064690,0.1982071,0.7157219,0.3854007,0.1879726,-0.1677192,-0.1991419,-0.2468031,-0.3697852,0.4096808,0.4660066,-0.1308797,-0.5849261,0.2491760
137,1782728470.577894211,4.624043730,3480029,5,-0.4040841,0.1983150,0.6652683,0.3854007,0.2144337,-0.1677312,-0.2011193,-0.2457485,-0.3680715,0.4077872,0.4888485,-0.1309037,-0.5815585,0.2491640
138,1782728470.611148357,4.657742025,3480062,5,-0.3999016,0.2001605,0.6154259,0.3854367,0.2415421,-0.1677911,-0.2065241,-0.2457485,-0.3655428,0.4059896,0.5153456,-0.1308917,-0.5784186,0.2491880
139,1782728470.643304110,4.690413247,3480095,5,-0.3932384,0.2030607,0.5674770,0.3854127,0.2665531,-0.1678391,-0.2147214,-0.2456886,-0.3632179,0.4053904,0.5424780,-0.1309037,-0.5730857,0.2491880
140,1782728470.677487850,4.723127383,3480129,5,-0.3850891,0.2054695,0.5158370,0.3855205,0.2902340,-0.1678630,-0.2212647,-0.2449096,-0.3615761,0.4050668,0.5701735,-0.1309756,-0.5658951,0.2492120
141,1782728470.710701942,4.757044821,3480162,5,-0.3785457,0.2082978,0.4595591,0.3874620,0.3163596,-0.1678750,-0.2286590,-0.2445261,-0.3609888,0.4043477,0.6013445,-0.1310954,-0.5592199,0.2491880
142,1782728470.745132446,4.790324318,3480196,5,-0.3721102,0.2122406,0.4043598,0.3931665,0.3424492,-0.1683784,-0.2373715,-0.2444422,-0.3609409,0.4037126,0.6363024,-0.1313471,-0.5498243,0.2492000
143,1782728470.777336836,4.824356256,3480229,5,-0.3666574,0.2156561,0.3503948,0.4038085,0.3685029,-0.1702239,-0.2414821,-0.2444662,-0.3604735,0.4030415,0.6695227,-0.1313351,-0.5410877,0.2491640
144,1782728470.805804253,4.856800271,3480257,5,-0.3611686,0.2183765,0.3056457,0.4195437,0.3884327,-0.1714583,-0.2429562,-0.2442864,-0.3601379,0.4029815,0.6992316,-0.1314670,-0.5318240,0.2491760
145,1782728470.846618176,4.885502278,3480298,5,-0.3487050,0.2215883,0.2469230,0.4445189,0.4095609,-0.1724290,-0.2439389,-0.2433517,-0.3593350,0.4029456,0.7384920,-0.1314670,-0.5209662,0.2491281
146,1782728470.878158092,4.925800752,3480329,5,-0.3346235,0.2234579,0.2023177,0.4664260,0.4241937,-0.1727526,-0.2441786,-0.2432558,-0.3585560,0.4025262,0.7704419,-0.1314550,-0.5130207,0.2491281
147,1782728470.913264990,4.957786417,3480364,5,-0.3147417,0.2234099,0.1565260,0.4929591,0.4374362,-0.1731001,-0.2448018,-0.2431839,-0.3578130,0.4021547,0.8101816,-0.1314670,-0.5042363,0.2489483
148,1782728470.944587708,4.992681230,3480396,5,-0.2933738,0.2234818,0.1169541,0.5172272,0.4476228,-0.1731601,-0.2451973,-0.2425727,-0.3572857,0.4020588,0.8435336,-0.1314430,-0.4967581,0.2488285
149,1782728470.977493763,5.023907318,3480429,5,-0.2692376,0.2237215,0.0745419,0.5429214,0.4559518,-0.1730882,-0.2460841,-0.2408829,-0.3572977,0.4020228,0.8780123,-0.1314190,-0.4882373,0.2486727
150,1782728471.010994911,5.056999418,3480462,5,-0.2448377,0.2244406,0.0303800,0.5670096,0.4615485,-0.1730762,-0.2464916,-0.2390613,-0.3572138,0.4025741,0.9161221,-0.1313351,-0.4815861,0.2481094
151,1782728471.045131207,5.090314980,3480496,5,-0.2190596,0.2244166,-0.0142373,0.5903549,0.4648201,-0.1730882,-0.2478218,-0.2332849,-0.3573216,0.4037126,0.9517393,-0.1312992,-0.4750307,0.2471387
152,1782728471.077609777,5.124542796,3480529,5,-0.1962417,0.2244526,-0.0532459,0.6111355,0.4665579,-0.1731121,-0.2502426,-0.2249079,-0.3573456,0.4071760,0.9820593,-0.1311434,-0.4684993,0.2460961
153,1782728471.109861851,5.156813973,3480561,5,-0.1755449,0.2252795,-0.0908284,0.6309695,0.4676365,-0.1730882,-0.2523398,-0.2140742,-0.3572258,0.4139231,1.0104619,-0.1311074,-0.4631783,0.2447179
154,1782728471.140073061,5.189242531,3480591,5,-0.1561185,0.2280358,-0.1267571,0.6473519,0.4684753,-0.1731481,-0.2539218,-0.2016346,-0.3564588,0.4247689,1.0340229,-0.1310475,-0.4575697,0.2435794
155,1782728471.172456503,5.219641040,3480624,5,-0.1366082,0.2307802,-0.1608283,0.6629673,0.4688469,-0.1731481,-0.2554797,-0.1842455,-0.3536785,0.4344521,1.0558702,-0.1309876,-0.4521528,0.2432438
156,1782728471.242925167,5.252782773,3480694,5,-0.0965329,0.2369401,-0.2273288,0.6880264,0.4693622,-0.1731601,-0.2567620,-0.1370276,-0.3404718,0.4580011,1.0939680,-0.1309277,-0.4397492,0.2423929
157,1782728471.252271652,5.322400105,3480704,5,-0.0910082,0.2377071,-0.2362930,0.6912861,0.4694580,-0.1731481,-0.2568579,-0.1292259,-0.3382308,0.4621237,1.0981865,-0.1308917,-0.4386706,0.2421173
158,1782728471.313161135,5.331680466,3480764,5,-0.0585070,0.2448138,-0.2958306,0.7086992,0.4695659,-0.1732200,-0.2563666,-0.0836619,-0.3212132,0.4866315,1.1236529,-0.1309277,-0.4351233,0.2422372
159,1782728471.346304178,5.392669106,3480798,5,-0.0390686,0.2469469,-0.3259470,0.7145834,0.4696258,-0.1732799,-0.2562347,-0.0618506,-0.3087736,0.4924678,1.1344507,-0.1253790,-0.4369688,0.2331891
160,1782728471.378616810,5.425724916,3480830,5,-0.0210563,0.2491520,-0.3560154,0.7249378,0.4697936,-0.1732440,-0.2561388,-0.0545402,-0.3050225,0.4928992,1.1376984,-0.1194348,-0.4389223,0.2231223
161,1782728471.412810564,5.458716437,3480864,5,-0.0048776,0.2493558,-0.3872822,0.7318407,0.4699854,-0.1733159,-0.2569418,-0.0499982,-0.3016789,0.4934864,1.1398556,-0.1150605,-0.4413550,0.2120728
162,1782728471.446038961,5.492304072,3480897,5,0.0114569,0.2485169,-0.4151096,0.7347049,0.4698655,-0.1743225,-0.2564025,-0.0481886,-0.2986229,0.4934025,1.1401912,-0.1124959,-0.4450102,0.2028450
163,1782728471.479226828,5.525478702,3480931,5,0.0260058,0.2477619,-0.4419063,0.7400858,0.4698176,-0.1758206,-0.2565823,-0.0473856,-0.2974844,0.4934864,1.1403350,-0.1111177,-0.4477067,0.1983389
164,1782728471.511632919,5.559023135,3480963,5,0.0391884,0.2467073,-0.4633102,0.7439448,0.4693382,-0.1793679,-0.2518845,-0.0471579,-0.2957827,0.4939658,1.1405507,-0.1106743,-0.4489650,0.1964214
